,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
208,Hofn,64.2539,-15.2082,38.23,79,100,4.68,IS,1619132574
209,Caravelas,-17.7125,-39.2481,73.27,88,95,4.25,BR,1619132575
210,Haimen,23.1935,116.6142,69.8,88,24,4.27,CN,1619132575
211,Isangel,-19.55,169.2667,82.4,78,75,8.39,VU,1619132524
212,Thoen,17.6129,99.2161,82.0,87,8,2.84,TH,1619132575
213,Saskylakh,71.9167,114.0833,5.58,96,100,5.73,RU,1619132576
214,Ribas do Rio Pardo,-20.4431,-53.7592,73.4,40,0,6.62,BR,1619132576
215,Asunción,-25.3007,-57.6359,73.4,68,75,17.27,PY,1619132587
216,Severodvinsk,64.5635,39.8302,37.4,87,75,4.47,RU,1619132587
217,Aljezur,37.3191,-8.8033,58.42,78,100,4.09,PT,1619132588
218,Ouadda,8.0777,22.4007,72.19,69,48,0.83,CF,1619132588
219,Ponta do Sol,32.6667,-17.1,64.99,90,86,4.0,PT,1619132589
220,San Isidro,-12.1167,-77.05,66.99,88,90,12.66,PE,1619132589
221,Murchison,-41.8,172.3333,55.33,85,100,1.61,NZ,1619132590
222,Hoquiam,46.9809,-123.8893,57.99,66,1,13.8,US,1619132590
223,Jardim,-21.4803,-56.1381,75.24,42,0,2.04,BR,1619132535
224,Hailar,49.2,119.7,43.39,64,44,18.28,CN,1619132590
225,San Jerónimo,-11.9472,-75.2829,44.53,94,73,6.4,PE,1619132591
226,Rome,43.2128,-75.4557,39.2,45,75,19.57,US,1619132591
227,Lakatoro,-16.0999,167.4164,84.88,69,77,9.48,VU,1619132592
228,Turan,16.0678,108.2208,77.0,88,20,2.3,VN,1619132506
229,Tālīkota,16.4833,76.3167,81.45,61,93,15.12,IN,1619132592
230,Poiana Mărului (Brașov),45.6,25.3,46.99,70,98,4.34,RO,1619132593
231,Zastavna,48.5231,25.8437,45.0,80,98,9.66,UA,1619132593
232,Wum,6.3833,10.0667,64.54,95,100,3.76,CM,1619132593
233,Nome,64.5011,-165.4064,44.6,49,40,8.05,US,1619132594
234,Avarua,-21.2078,-159.775,82.4,78,40,24.16,CK,1619132479
235,Port Elizabeth,-33.918,25.5701,64.4,94,0,11.5,ZA,1619132515
236,Acapulco de Juárez,16.8634,-99.8901,86.0,62,20,10.36,MX,1619132589
237,Dickson,36.077,-87.3878,59.0,29,1,6.91,US,1619132595
238,Novikovo,51.1537,37.8879,50.56,72,93,5.93,RU,1619132595
239,Zhigansk,66.7697,123.3711,21.2,93,100,12.48,RU,1619132596
240,Örnsköldsvik,63.2909,18.7153,33.8,60,95,8.05,SE,1619132596
241,Kandrian,-6.2167,149.55,84.0,72,87,3.91,PG,1619132596
242,Sīwah,29.2041,25.5195,67.23,35,61,12.5,EG,1619132597
243,Opoczno,51.3757,20.2783,35.01,10,59,7.0,PL,1619132597
244,Lalibela,12.0333,39.0333,64.38,45,89,5.66,ET,1619132598
245,Peterhead,57.5058,-1.7981,44.01,93,59,5.75,GB,1619132598
246,Ankazoabo,-22.2833,44.5167,68.5,73,0,4.61,MG,1619132598
247,Haines Junction,60.7522,-137.5108,48.2,25,0,5.75,CA,1619132557
248,Meridian,43.6121,-116.3915,70.0,18,1,5.75,US,1619132599
249,Sørland,67.667,12.6934,36.95,51,93,20.02,NO,1619132599
250,Puerto Nariño,-3.7703,-70.3831,87.8,70,40,3.44,CO,1619132600
251,Cabo San Lucas,22.8909,-109.9124,82.99,18,20,16.11,MX,1619132576
252,Mashhad,36.297,59.6062,55.4,41,0,2.42,IR,1619132600
253,Cidreira,-30.1811,-50.2056,69.85,72,1,16.51,BR,1619132601
254,Tateyama,34.9833,139.8667,57.0,52,8,13.35,JP,1619132601
255,Torbay,47.6666,-52.7314,46.0,93,90,23.02,CA,1619132601
256,Rocha,-34.4833,-54.3333,62.49,83,26,9.69,UY,1619132602
257,Geraldton,-28.7667,114.6,62.6,77,100,6.91,AU,1619132498
258,Hue,16.4667,107.6,77.0,100,40,3.44,VN,1619132504
259,Keti Bandar,24.1447,67.4497,80.91,77,0,17.81,PK,1619132603
260,San Patricio,28.017,-97.5169,73.4,83,90,19.57,US,1619132603
261,Takoradze,4.8845,-1.7554,82.06,86,100,9.57,GH,1619132613
262,Obama,35.4958,135.746,63.0,71,49,5.01,JP,1619132614
263,Jumla,29.2747,82.1838,34.9,78,5,6.08,NP,1619132478
264,Saint Anthony,45.0205,-93.218,64.0,20,1,17.27,US,1619132614
265,Tahe,52.3333,124.7333,31.08,37,80,10.85,CN,1619132615
266,Pearl,32.2746,-90.132,69.8,28,75,1.88,US,1619132615
267,Santa Cruz,30.4202,-9.5982,64.4,77,40,8.05,MA,1619132615
268,Binga,-17.6203,27.3414,65.98,72,33,1.07,ZW,1619132616
269,Jambi City,-1.6,103.6167,71.82,97,100,1.63,ID,1619132616
270,Øksfjord,70.2396,22.3479,32.0,74,40,2.3,NO,1619132617
271,Laguna,38.421,-121.4238,73.99,43,1,14.97,US,1619132617
272,Kaeo,-35.1,173.7833,64.0,92,100,1.99,NZ,1619132617
273,Ilulissat,69.2167,-51.1,24.8,74,100,4.41,GL,1619132530
274,Taihe,30.8712,105.3845,66.34,93,100,3.67,CN,1619132618
275,Broken Hill,-31.95,141.4333,50.0,71,0,7.63,AU,1619132542
276,Boyolangu,-8.1181,111.8935,72.01,86,28,0.49,ID,1619132619
277,Vredendal,-31.6683,18.5012,58.66,81,0,1.72,ZA,1619132619
278,Lubango,-14.9172,13.4925,59.38,73,95,3.22,AO,1619132620
279,Tuatapere,-46.1333,167.6833,54.0,87,99,4.0,NZ,1619132620
280,Sjøvegan,68.8726,17.8474,28.99,93,97,1.39,NO,1619132620
281,Banjar,-8.19,114.9675,77.0,73,20,2.3,ID,1619132621
282,Namatanai,-3.6667,152.4333,83.17,71,96,1.01,PG,1619132570
283,Matara,5.9485,80.5353,77.43,89,32,8.12,LK,1619132621
284,Kangasala,61.4638,24.076,36.0,100,75,2.3,FI,1619132622
285,Atambua,-9.1061,124.8925,73.96,81,42,2.33,ID,1619132622
286,Port Hardy,50.6996,-127.4199,53.6,76,20,5.75,CA,1619132595
287,Tazovsky,67.4667,78.7,30.6,89,99,17.09,RU,1619132623
288,Talisay City,10.2447,123.8494,82.4,83,40,9.22,PH,1619132623
289,Suntar,62.1444,117.6319,27.93,92,100,13.09,RU,1619132623
290,Henties Bay,-22.116,14.2845,63.0,87,75,3.0,NA,1619132606
291,Makkah al Mukarramah,21.4267,39.8261,84.42,37,74,4.25,SA,1619132554
292,Hrastnik,46.1461,15.0814,46.0,85,98,2.89,SI,1619132624
293,Lavrentiya,65.5833,-171.0,33.8,71,92,1.92,RU,1619132625
294,Lesnoye,58.2841,35.5158,43.02,90,32,7.61,RU,1619132625
295,Bilma,18.6853,12.9164,87.73,12,0,6.35,NE,1619132568
296,Al Bardīyah,31.7561,25.0865,61.45,73,73,8.25,LY,1619132626
297,Kostomuksha,64.571,30.5767,31.15,97,91,2.93,RU,1619132626
298,Safford,32.834,-109.7076,80.6,7,1,23.02,US,1619132627
299,Vila Velha,-20.3297,-40.2925,77.0,73,75,9.22,BR,1619132400
300,Sárospatak,48.3167,21.5833,42.8,65,0,6.91,HU,1619132627
301,El Alto,-4.2714,-81.2147,72.86,71,93,16.98,PE,1619132628
302,Grand Gaube,-20.0064,57.6608,75.99,87,100,1.99,MU,1619132520
303,Vostok,46.4856,135.8833,56.03,38,100,3.4,RU,1619132628
304,Vestmannaeyjar,63.4427,-20.2734,44.94,80,100,25.77,IS,1619132629
305,Talakan,50.3167,130.3667,45.48,74,100,10.22,RU,1619132629
306,Poplar Bluff,36.757,-90.3929,57.0,33,1,8.05,US,1619132629
307,Banda Aceh,5.5577,95.3222,80.02,80,94,10.2,ID,1619132630
308,Leningradskiy,69.3833,178.4167,34.56,81,92,1.1,RU,1619132640
309,Tura,25.5198,90.2201,69.48,66,46,1.92,IN,1619132641
310,Talnakh,69.4865,88.3972,30.9,96,100,13.13,RU,1619132641
311,Zapolyarnyy,69.4154,30.8136,33.8,80,90,8.05,RU,1619132641
312,Samarai,-10.6167,150.6667,82.83,77,76,3.71,PG,1619132568
313,Waipawa,-41.4122,175.5153,64.4,72,40,18.41,NZ,1619132642
314,Karratha,-20.7377,116.8463,74.19,28,0,13.29,AU,1619132643
315,Mariental,-24.6333,17.9667,68.09,29,37,9.13,NA,1619132643
316,Ponta Delgada,37.7333,-25.6667,59.0,77,40,31.07,PT,1619132643
317,Altay,47.8667,88.1167,24.87,47,90,2.64,CN,1619132644
318,Gangāwati,15.4333,76.5333,77.29,75,100,13.22,IN,1619132644
319,Jaipur,26.9167,75.8167,77.0,29,20,3.44,IN,1619132360
320,Cabedelo,-6.9811,-34.8339,78.8,100,0,5.75,BR,1619132645
321,Nouadhibou,20.931,-17.0347,64.4,88,0,16.11,MR,1619132600
322,Baykit,61.67,96.37,25.83,90,100,4.74,RU,1619132352
323,Sangar,63.9242,127.4739,13.35,91,88,6.58,RU,1619132646
324,Conceição do Araguaia,-8.2578,-49.2647,80.6,83,0,1.14,BR,1619132646
325,Westport,41.1415,-73.3579,44.01,49,83,1.99,US,1619132647
326,Provideniya,64.3833,-173.3,39.2,52,0,13.42,RU,1619132497
327,Yatou,37.15,122.3833,52.3,84,100,19.13,CN,1619132647
328,Pangoa,-12.1167,-73.0,70.52,97,42,1.25,PE,1619132647
329,Tall Kayf,37.0833,41.0667,59.13,30,0,6.15,TR,1619132648
330,Camacupa,-12.0167,17.4833,64.58,71,76,1.48,AO,1619132600
331,Chapais,49.7834,-74.8492,33.8,47,75,18.41,CA,1619132648
332,Olafsvik,64.8945,-23.7142,42.03,89,100,20.54,IS,1619132649
333,Marawi,7.9986,124.2928,77.0,84,78,4.0,PH,1619132649
334,Birjand,32.8663,59.2211,55.4,38,0,6.91,IR,1619132650
335,Egvekinot,66.3167,-179.1667,28.94,71,6,3.02,RU,1619132548
336,Bowen,-20.0167,148.2333,71.6,83,90,5.75,AU,1619132650
337,Kuang,3.2594,101.5541,75.99,94,20,1.66,MY,1619132651
338,Krasnosel'kup,65.7,82.4667,23.79,90,86,14.14,RU,1619132651
339,Urucará,-2.5364,-57.76,74.89,95,77,1.41,BR,1619132652
340,Exeter,50.7236,-3.5275,39.2,70,0,2.3,GB,1619132458
341,Gouré,13.9835,10.2704,82.65,12,61,4.29,NE,1619132652
342,Shache,38.4167,77.2406,50.41,14,12,6.73,CN,1619132652
343,Mitsamiouli,-11.3847,43.2844,80.85,76,100,15.05,KM,1619132653
344,Millinocket,45.6573,-68.7098,30.2,64,90,17.27,US,1619132610
345,Kuusankoski,60.907,26.6244,39.2,75,75,8.05,FI,1619132653
346,Coyhaique,-45.5752,-72.0662,46.4,87,75,3.02,CL,1619132654
347,Kindu,-2.95,25.95,71.06,94,74,1.97,CD,1619132655
348,Poum,-20.2333,164.0167,78.33,77,70,10.13,NC,1619132655
349,Superior,46.7208,-92.1041,64.4,20,40,16.11,US,1619132365
350,Shibetsu,43.659,145.132,38.12,81,54,10.74,JP,1619132656
351,Moelv,60.9333,10.7,32.0,66,26,4.81,NO,1619132666
352,Airai,-8.9266,125.4092,62.85,78,29,1.9,TL,1619132483
353,Le Port,-20.9373,55.2919,77.0,78,100,16.11,RE,1619132667
354,College Place,46.0493,-118.3883,73.0,24,40,12.66,US,1619132667
355,Mayo,38.8876,-76.5119,51.01,32,75,10.36,US,1619132668
356,Gomel,52.4345,30.9754,48.2,87,75,8.95,BY,1619132668
357,Nioro,13.35,-15.75,81.63,40,26,9.48,GM,1619132668
